status_delayed,sch_dep_time,carrier_delta,carrier_us,carrier_envoy,carrier_continental,carrier_discovery,carrier_other,dest_jfk,dest_ewr,dest_lga,distance,origin_dca,origin_iad,origin_bwi,bad_weather,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
1,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,11.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
1,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,12.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,13.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
1,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
1,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,14.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
1,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
1,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,1,0,0,0,0,0,0,1
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,15.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
1,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
1,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
1,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
1,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
1,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
1,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,16.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
1,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,17.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
1,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
1,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,18.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
1,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
1,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
1,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,19.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,13.00,0,0,0,1,0,0,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,13.00,0,0,0,1,0,0,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,13.00,0,0,0,1,0,0,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
1,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
1,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
1,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,1,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,0,0,1
1,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,1,0,0,0,0,0,0
1,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,1,0,0,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,1,0,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
0,20.50,1,0,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,0,1,0,0
0,17.50,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,1,0,0
1,17.50,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,17.50,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,1,0,0
0,17.50,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,17.50,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,1,0,0
0,17.50,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,1,0,0
0,17.50,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,0,1,0
0,17.50,0,0,0,0,0,1,0,1,0,199,1,0,0,0,0,0,0,0,1,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,1,0,0,0,0,0,0
1,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,1,0,0,0,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,1,0,0,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,1,0,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,1,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,0,1,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,0,0,1
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,1,0,0,0,0,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,1,0,0,0,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,1,0,0,0,0
1,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,1,0,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,1,0,0
1,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,0,1,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,0,0,1
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,1,0,0,0,0,0,0
1,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,1,0,0,0,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,1,0,0,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,1,0,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,1,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,0,1,0
1,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,0,0,1
1,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,1,0,0,0,0,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,1,0,0,0,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,1,0,0,0,0
1,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,1,0,0,0
0,15.00,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,1,0,0
0,15.25,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,1,0,0,0,0
1,15.25,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,1,0,0,0
0,15.25,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,1,0,0
1,15.25,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,0,1,0
1,15.25,0,0,0,0,0,1,0,1,0,213,0,1,0,0,0,0,0,0,0,0,1
0,7.00,0,1,0,0,0,0,0,0,1,214,1,0,0,0,0,0,0,1,0,0,0
